x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date_new,index_new,old_path,file_exists,new_filename,new_path,success
130,batch8_130.pdf,Life Insurance and the TNEC,"Holders of life-insurance policies have a right to be perplexed by the news out of Washington last week. First there were the stories of a huge report on insurance—heralded by papers the country over with such headlines as ""U. S. Control of Insurance Urged on TNEC,"" ""What's Wrong With Insurance? Here Are the Answers From an SEC Report."" These were accompanied by the announcement that the authors of the report, Gerhard A. Gesell and Ernest J. Howe, were speaking neither for the SEC nor for the Temporary National Economic (Monopoly) Committee.",1797096859,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 10, 1941",0028-9604,10,English,English,68,New York,"Mar 10, 1941",Newsweek,1941,17,https://www.proquest.com/magazines/life-insurance-tnec/docview/1797096859/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=17&amp;issue=10&amp;title=Newsweek&amp;spage=68&amp;date=1941-03-10&amp;atitle=Life+Insurance+and+the+TNEC&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1941-03-10,batch8_130_page0.txt,./perspective_extracted/batch8_130_page0.txt,FALSE,1941-03-10batch8_130_page0.txt.txt,./perspective_renamed/1941-03-10batch8_130_page0.txt.txt,FALSE
149,batch8_149.pdf,Mr. Wallace,"Americans have cherished the Vice Presidency chiefly as a source of innocent merriment. But the joke—if they persist in the whimsy—is on them. Of 25 individuals elected to the Presidency by the people, six have been succeeded by the Vice President elected with them—a fairly large proportion, all things considered.",1797090888,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 28, 1940",0028-9604,18,English,English,68,New York,"Oct 28, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/mr-wallace/docview/1797090888/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=18&amp;title=Newsweek&amp;spage=68&amp;date=1940-10-28&amp;atitle=Mr.+Wallace&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-10-28,batch8_149_page0.txt,./perspective_extracted/batch8_149_page0.txt,FALSE,1940-10-28batch8_149_page0.txt.txt,./perspective_renamed/1940-10-28batch8_149_page0.txt.txt,FALSE
152,batch8_152.pdf,The New Axis,"for Americans, the Japanese-German-Italian agreement provides the most frightening news since the war began. But it can have its uses. First, it can force us to concentrate upon that irreducible minimum of what we must defend in order to protect our own country. Second, it can open our eyes to what our diplomacy and laggard defense have exposed us.",1796840275,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 7, 1940",0028-9604,15,English,English,64,New York,"Oct 7, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/new-axis/docview/1796840275/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=15&amp;title=Newsweek&amp;spage=64&amp;date=1940-10-07&amp;atitle=The+New+Axis&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-10-07,batch8_152_page0.txt,./perspective_extracted/batch8_152_page0.txt,FALSE,1940-10-07batch8_152_page0.txt.txt,./perspective_renamed/1940-10-07batch8_152_page0.txt.txt,FALSE
160,batch8_160.pdf,Mr. Garner's Silence,"If tears were shed by any of Vice President Garner's friends as he left Washington last week, they should have been tears of regret over what they had done to themselves at Chicago, the week before, and not tears for him. ""Daughters of Jerusalem, ... weep for yourselves,"" he might have told them. For Mr. Garner leaves with his laurels, his conscience and the assurance that he closes the books of official life with his principles unimpaired.",1796839558,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Aug 5, 1940",0028-9604,6,English,English,56,New York,"Aug 5, 1940",Newsweek,1940,16,https://www.proquest.com/magazines/mr-garners-silence/docview/1796839558/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=6&amp;title=Newsweek&amp;spage=56&amp;date=1940-08-05&amp;atitle=Mr.+Garner%27s+Silence&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-08-05,batch8_160_page0.txt,./perspective_extracted/batch8_160_page0.txt,FALSE,1940-08-05batch8_160_page0.txt.txt,./perspective_renamed/1940-08-05batch8_160_page0.txt.txt,FALSE
173,batch8_173.pdf,Antidotes to Pessimism,"For us Americans there could be few better antidotes to pessimism at this moment than two magnificent books just published. One is a warning, and the other, a promise. One is the study of the progress of a mortal politico-economic disease, and the other, a study of our political economy's capacity for resisting it.",1882520324,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 29, 1940",0028-9604,18,English,English,64,New York,"Apr 29, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/antidotes-pessimism/docview/1882520324/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=Antidotes+to+Pessimism&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-29,batch8_173_page0.txt,./perspective_extracted/batch8_173_page0.txt,FALSE,1940-04-29batch8_173_page0.txt.txt,./perspective_renamed/1940-04-29batch8_173_page0.txt.txt,FALSE
174,batch8_174.pdf,An Expensive Bargain,"The President's new relief request suggests the technique of the bargain counter. Good merchandisers know all about the pulling power of the 98-cent article as against the $1 article. The sum of $975,000,000 is what the President asks to spend for WPA. Think of how nice to say in the campaign:",1882520089,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 29, 1940",0028-9604,18,English,English,64,New York,"Apr 29, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/expensive-bargain/docview/1882520089/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=An+Expensive+Bargain&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-29,batch8_174_page0.txt,./perspective_extracted/batch8_174_page0.txt,FALSE,1940-04-29batch8_174_page0.txt.txt,./perspective_renamed/1940-04-29batch8_174_page0.txt.txt,FALSE
176,batch8_176.pdf,Bricker of Ohio,"Babes in the political woods have been calling Governor John W. Bricker of Ohio a dark horse for some twelve months now. He isn't, of course. To begin with, nobody's a dark horse who's been called a dark horse for a year. Dark horses aren't talked about as such before the eventful moment of their nomination. But more to the point is the fact that no Republican Governor of Ohio was ever a dark horse at a Republican convention.",1796267011,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Apr 22, 1940",0028-9604,17,English,English,68,New York,"Apr 22, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/bricker-ohio/docview/1796267011/se-2?accountid=14696,NA,68,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=17&amp;title=Newsweek&amp;spage=68&amp;date=1940-04-22&amp;atitle=Bricker+of+Ohio&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-04-22,batch8_176_page0.txt,./perspective_extracted/batch8_176_page0.txt,FALSE,1940-04-22batch8_176_page0.txt.txt,./perspective_renamed/1940-04-22batch8_176_page0.txt.txt,FALSE
194,batch8_194.pdf,The Law Is to Blame,"When in the haste, heat and hatred of the summer of 1935, Congress threw together and passed the National Labor Relations Act, many cool-headed people said that Congress would be sorry. The House, at any rate, seemed sorry when, four years later, in a calmer moment, it ordered the current investigation of the NLRB.",1879168341,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 25, 1939",0028-9604,26,English,English,48,New York,"Dec 25, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/law-is-blame/docview/1879168341/se-2?accountid=14696,NA,48,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=26&amp;title=Newsweek&amp;spage=48&amp;date=1939-12-25&amp;atitle=The+Law+Is+to+Blame&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-12-25,batch8_194_page0.txt,./perspective_extracted/batch8_194_page0.txt,FALSE,1939-12-25batch8_194_page0.txt.txt,./perspective_renamed/1939-12-25batch8_194_page0.txt.txt,FALSE
206,batch8_206.pdf,No 'Prejudism',"""Let there be no prejudism,"" bellowed the announcer when, on a June night three years ago, Joe Louis and Max Schmeling began their first fight. There was none. Millions in New York kept their heads and restrained their passions. They observed the announcer's quaint call for fair play and no street brawls.",1895325721,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 30, 1939",0028-9604,18,English,English,56,New York,"Oct 30, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/no-prejudism/docview/1895325721/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=18&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-30&amp;atitle=No+%27Prejudism%27&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-10-30,batch8_206_page0.txt,./perspective_extracted/batch8_206_page0.txt,FALSE,1939-10-30batch8_206_page0.txt.txt,./perspective_renamed/1939-10-30batch8_206_page0.txt.txt,FALSE
208,batch8_208.pdf,"Stop, Look and Then Listen","I wish there were someone wise enough to formulate some rules that might be called ""First Aid for Listeners of War News"" for the use of Americans these nights when they're beginning to stay home and listen to the radio. The rules ought to be printed in red type, neatly framed and hung up in clear sight of the family.",1895325193,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 23, 1939",0028-9604,17,English,English,56,New York,"Oct 23, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/stop-look-then-listen/docview/1895325193/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=17&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-23&amp;atitle=Stop%2C+Look+and+Then+Listen&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-10-23,batch8_208_page0.txt,./perspective_extracted/batch8_208_page0.txt,FALSE,1939-10-23batch8_208_page0.txt.txt,./perspective_renamed/1939-10-23batch8_208_page0.txt.txt,FALSE
213,batch8_213.pdf,Perspective: The President and Congress,"As Congress assembles this week, the immediate order of business is the proposed repeal of the arms embargo. But the fundamental issues during the session will lie deeper, for the arms-embargo question is merely a symbol. It is the President's intention to have Congress amend the Neutrality Act and then adjourn.",1882520275,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Sep 25, 1939",0028-9604,13,English,English,60,New York,"Sep 25, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/perspective/docview/1882520275/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=13&amp;title=Newsweek&amp;spage=60&amp;date=1939-09-25&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-09-25,batch8_213_page0.txt,./perspective_extracted/batch8_213_page0.txt,FALSE,1939-09-25batch8_213_page0.txt.txt,./perspective_renamed/1939-09-25batch8_213_page0.txt.txt,FALSE
224,batch8_224.pdf,Let Them In,"Apparently our big, brave American Congress, representing the richest, the most powerful and reputedly the most generous nation in the world, is groveling before the prospect of a peaceful invasion by 20,000 children. The Wagner-Rogers Bill seems to be stuck in the House Committee on Immigration and to have been reported out of the Senate Committee with vitiating amendments, despite the support and despite the moving pleas of the representatives of nonpartisan organizations and of great religious, educational and social agencies.",1879143757,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 10, 1939",0028-9604,2,English,English,52,New York,"Jul 10, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/let-them/docview/1879143757/se-2?accountid=14696,NA,52,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=2&amp;title=Newsweek&amp;spage=52&amp;date=1939-07-10&amp;atitle=Let+Them+In&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-07-10,batch8_224_page0.txt,./perspective_extracted/batch8_224_page0.txt,FALSE,1939-07-10batch8_224_page0.txt.txt,./perspective_renamed/1939-07-10batch8_224_page0.txt.txt,FALSE
286,batch8_286.pdf,Perspective: Frustration,"This session of Congress must be written down as a session of fumbled opportunity. The blame for the futile regular session of 1937 lay chiefly with the President, whose stubborn insistence upon the enactment of his Court-packing plan gave Congress no alternative but to neglect constructive efforts and devote itself to equally stubborn resistance.",1797109404,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jun 20, 1938",0028-9604,25,English,English,40,New York,"Jun 20, 1938",Newsweek,1938,11,https://www.proquest.com/magazines/perspective/docview/1797109404/se-2?accountid=14696,NA,40,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=11&amp;issue=25&amp;title=Newsweek&amp;spage=40&amp;date=1938-06-20&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1938-06-20,batch8_286_page0.txt,./perspective_extracted/batch8_286_page0.txt,FALSE,1938-06-20batch8_286_page0.txt.txt,./perspective_renamed/1938-06-20batch8_286_page0.txt.txt,FALSE
298,batch8_298.pdf,Drifting Toward War,"For weeks it has been known that certain internationalists and ""intellectuals"" in and around the State Department and in New York City have been getting ready for a mighty drive to ""educate"" American public opinion to favor the alignment of the United States with ""democratic"" powers against Japan, Germany and Italy (Periscope, Feb. 14).",1796850842,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 28, 1938",0028-9604,13,English,English,40,New York,"Mar 28, 1938",Newsweek,1938,11,https://www.proquest.com/magazines/drifting-toward-war/docview/1796850842/se-2?accountid=14696,NA,40,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=11&amp;issue=13&amp;title=Newsweek&amp;spage=40&amp;date=1938-03-28&amp;atitle=Drifting+Toward+War&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1938-03-28,batch8_298_page0.txt,./perspective_extracted/batch8_298_page0.txt,FALSE,1938-03-28batch8_298_page0.txt.txt,./perspective_renamed/1938-03-28batch8_298_page0.txt.txt,FALSE
301,batch8_301.pdf,Five Years—an Inventory,"This week sees the fifth anniversary of the day that Mr. Roosevelt began his attempt to put into operation a progressive redefinition of the aims of modern democratic government. Progressivism did not begin in 1933: the New Deal, as Franklin Roosevelt defined it, was in essence T.R.'s Square Deal modified and corrected in the light of twenty years of change; it was a synthesis of the principles of men who had fought in the cities, the states and the nation for the liberalization of our economic life.",1796852459,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Mar 7, 1938",0028-9604,10,English,English,40,New York,"Mar 7, 1938",Newsweek,1938,11,https://www.proquest.com/magazines/five-years-inventory/docview/1796852459/se-2?accountid=14696,NA,40,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=11&amp;issue=10&amp;title=Newsweek&amp;spage=40&amp;date=1938-03-07&amp;atitle=Five+Years%E2%80%94an+Inventory&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1938-03-07,batch8_301_page0.txt,./perspective_extracted/batch8_301_page0.txt,FALSE,1938-03-07batch8_301_page0.txt.txt,./perspective_renamed/1938-03-07batch8_301_page0.txt.txt,FALSE
320,batch8_320.pdf,Housing at Last?,"The efforts to encourage more private home building now germinating in Washington recall a bit of personal history. I hope that the presumption of narrating it may, in all the circumstances, be pardoned. It had become perfectly obvious in the second half of 1934 that the initial impulse toward recovery induced by the measures of 1933 was slowing up.",1879131232,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 22, 1937",0028-9604,21,English,English,48,New York,"Nov 22, 1937",Newsweek,1937,10,https://www.proquest.com/magazines/housing-at-last/docview/1879131232/se-2?accountid=14696,NA,48,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=21&amp;title=Newsweek&amp;spage=48&amp;date=1937-11-22&amp;atitle=Housing+at+Last%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1937-11-22,batch8_320_page0.txt,./perspective_extracted/batch8_320_page0.txt,FALSE,1937-11-22batch8_320_page0.txt.txt,./perspective_renamed/1937-11-22batch8_320_page0.txt.txt,FALSE
331,batch8_331.pdf,SHOP TALK,"Seven months ago the magazines TODAY and NEWSWEEK were merged. The purpose of the merger was to consolidate the editorial ideals of both magazines in a new synthesis of news, interpretation and opinion. The difficult task of achieving this fusion of policies has now been accomplished.",1894121237,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 4, 1937",0028-9604,14,English,English,44,New York,"Oct 4, 1937",Newsweek,1937,10,https://www.proquest.com/magazines/shop-talk/docview/1894121237/se-2?accountid=14696,NA,44,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-04&amp;atitle=SHOP+TALK&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1937-10-04,batch8_331_page0.txt,./perspective_extracted/batch8_331_page0.txt,FALSE,1937-10-04batch8_331_page0.txt.txt,./perspective_renamed/1937-10-04batch8_331_page0.txt.txt,FALSE
332,batch8_332.pdf,The Duty to be Neutral,"Three separate and distinct times in the past four years, the State Department asked Congress, in effect, to be allowed to choose between nations engaged in foreign war upon the basis of a moral judgment as to the right and wrong of the quarrel. Three separate and distinct times Congress refused to grant that power and, speaking for the American people, announced a policy of impartiality with reference to warring nations.",1894121014,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 4, 1937",0028-9604,14,English,English,44,New York,"Oct 4, 1937",Newsweek,1937,10,https://www.proquest.com/magazines/duty-be-neutral/docview/1894121014/se-2?accountid=14696,NA,44,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-04&amp;atitle=The+Duty+to+be+Neutral&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1937-10-04,batch8_332_page0.txt,./perspective_extracted/batch8_332_page0.txt,FALSE,1937-10-04batch8_332_page0.txt.txt,./perspective_renamed/1937-10-04batch8_332_page0.txt.txt,FALSE
333,batch8_333.pdf,Frankfurter Rumors,"The Washington rumor factory is turning out a new 1937 Frankfurter model: the Professor has ""broken"" with the President. The 1935 Frankfurter model produced by the same factory made him out to be a hidden potentate—running the United States from an untidy desk in the dusty stacks of the Harvard Law Library.",1894120908,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 4, 1937",0028-9604,14,English,English,44,New York,"Oct 4, 1937",Newsweek,1937,10,https://www.proquest.com/magazines/frankfurter-rumors/docview/1894120908/se-2?accountid=14696,NA,44,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=14&amp;title=Newsweek&amp;spage=44&amp;date=1937-10-04&amp;atitle=Frankfurter+Rumors&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1937-10-04,batch8_333_page0.txt,./perspective_extracted/batch8_333_page0.txt,FALSE,1937-10-04batch8_333_page0.txt.txt,./perspective_renamed/1937-10-04batch8_333_page0.txt.txt,FALSE
342,batch8_342.pdf,Sawing the Party in Two,"WHOLLY aside from the effect of the President's letter to Senator Barkley on the battle for party leadership in the Senate, the letter is an historic document, the symbol of a political crisis whose outcome will shape the affairs of government for years to come.",1879130217,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jul 24, 1937",0028-9604,4,English,English,36,New York,"Jul 24, 1937",Newsweek,1937,10,https://www.proquest.com/magazines/sawing-party-two/docview/1879130217/se-2?accountid=14696,NA,36,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=10&amp;issue=4&amp;title=Newsweek&amp;spage=36&amp;date=1937-07-24&amp;atitle=Sawing+the+Party+in+Two&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1937-07-24,batch8_342_page0.txt,./perspective_extracted/batch8_342_page0.txt,FALSE,1937-07-24batch8_342_page0.txt.txt,./perspective_renamed/1937-07-24batch8_342_page0.txt.txt,FALSE
