"","Batch","Errors","x1","title","abstract","store_id","article_type","authors","copyright","document_type","entry_date","issn","issue","language","language_of_summary","pages","place_of_publication","pubdate","pubtitle","year","volume","document_url","document_features","start_page","find_a_copy","database","index2"
"1","From fourth batch 1201","batch8_82.pdf",82,"No More Parades?","Several weeks ago, but since Pearl Harbor, I had occasion to speak to a group of college students, men and women. Questions followed—questions that made it clear that these young people were not taking apathetically a situation in which they would be bearing the biggest load. That was good.","1797090740","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 16, 1942","0028-9604","11","English","English","76","New York","Mar 16, 1942","Newsweek","1942","19","https://www.proquest.com/magazines/no-more-parades/docview/1797090740/se-2?accountid=14696",NA,"76","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=19&amp;issue=11&amp;title=Newsweek&amp;spage=76&amp;date=1942-03-16&amp;atitle=No+More+Parades%3F&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_82"
"2","-335 extracted","batch8_92.pdf",92,"The Citizen Meets the Crisis","Now that close to two weeks of war have passed into history, it is possible to take stock of our national state of mind. How have we done? Fairly well, on the morale side. Fairly well, in the sense that there has been no panic, no hysteria and an instant closing of ranks among all sorts and conditions of people.","1797086738","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 22, 1941","0028-9604","25","English","English","68","New York","Dec 22, 1941","Newsweek","1941","18","https://www.proquest.com/magazines/citizen-meets-crisis/docview/1797086738/se-2?accountid=14696",NA,"68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=25&amp;title=Newsweek&amp;spage=68&amp;date=1941-12-22&amp;atitle=The+Citizen+Meets+the+Crisis&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_92"
"3","","batch8_97.pdf",97,"Premature Obituary No. 1","Probably the most appealing of all popular ideas about politics is the notion that a major party which has had a few reverses at the polls can be killed off, ""rehabilitated,"" reconstituted, or what have you. It is also the most deceptive, as well-meaning political innocents are going to find out before a year has passed.","1797089273","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Nov 17, 1941","0028-9604","20","English","English","68","New York","Nov 17, 1941","Newsweek","1941","18","https://www.proquest.com/magazines/premature-obituary-no-1/docview/1797089273/se-2?accountid=14696",NA,"68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=20&amp;title=Newsweek&amp;spage=68&amp;date=1941-11-17&amp;atitle=Premature+Obituary+No.+1&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_97"
"4","","batch8_102.pdf",102,"Something About Intolerance","This little piece about intolerance is not written with any conviction that it can have much influence, because it is written at a moment when feelings are getting so ruffled that no preachment can help much. And this is not even a preachment; it is just a quiet observation of fact. Respect for the other fellow's right to speak his mind, as a political policy, only partly rests upon moral grounds.","1797080472","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 29, 1941","0028-9604","13","English","English","64","New York","Sep 29, 1941","Newsweek","1941","18","https://www.proquest.com/magazines/something-about-intolerance/docview/1797080472/se-2?accountid=14696",NA,"64","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=13&amp;title=Newsweek&amp;spage=64&amp;date=1941-09-29&amp;atitle=Something+About+Intolerance&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_102"
"5","","batch8_108.pdf",108,"'Inflation-Conscious'","On January 11, 1941, Leon Henderson of the OPACS and my colleague Ralph Robey, of NEWSWEEK, participated in the radio program, The People's Platform. The subject was inflation. Pointing out the certain danger of inflation, Mr. Robey pressed Mr. Henderson to express his views. Mr. Henderson was not so alarmed: ""... we are not threatened with inflation at the present time,"" he said.","1796844398","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 18, 1941","0028-9604","7","English","English","64","New York","Aug 18, 1941","Newsweek","1941","18","https://www.proquest.com/magazines/inflation-conscious/docview/1796844398/se-2?accountid=14696",NA,"64","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=7&amp;title=Newsweek&amp;spage=64&amp;date=1941-08-18&amp;atitle=%27Inflation-Conscious%27&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_108"
"6","","batch8_109.pdf",109,"Four Choices","Foreign Minister Eden's latest speeches on world policy are among the many pieces of evidence that informed people expect, another peace offensive from Hitler before very long. Those who believe this feel that Hitler will offer unexpectedly mild terms to Great Britain. Whether these terms should so much as be considered would theoretically, at least, be a matter for the British to decide without backseat driving from us.","1797082819","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 11, 1941","0028-9604","6","English","English","72","New York","Aug 11, 1941","Newsweek","1941","18","https://www.proquest.com/magazines/four-choices/docview/1797082819/se-2?accountid=14696",NA,"72","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=6&amp;title=Newsweek&amp;spage=72&amp;date=1941-08-11&amp;atitle=Four+Choices&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_109"
"7","","batch8_114.pdf",114,"'We Hold These Truths'","The United States was not created in a day. The gestation of its nationality covered twenty years. Historians agree that the violent imperial clash between France and England which made a battlefield of America taught the colonies the importance of sticking to one another long before the Seven Years' War ended in 1763.","1796843621","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 7, 1941","0028-9604","1","English","English","60","New York","Jul 7, 1941","Newsweek","1941","18","https://www.proquest.com/magazines/we-hold-these-truths/docview/1796843621/se-2?accountid=14696",NA,"60","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=18&amp;issue=1&amp;title=Newsweek&amp;spage=60&amp;date=1941-07-07&amp;atitle=%27We+Hold+These+Truths%27&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_114"
"8","","batch8_130.pdf",130,"Life Insurance and the TNEC","Holders of life-insurance policies have a right to be perplexed by the news out of Washington last week. First there were the stories of a huge report on insurance—heralded by papers the country over with such headlines as ""U. S. Control of Insurance Urged on TNEC,"" ""What's Wrong With Insurance? Here Are the Answers From an SEC Report."" These were accompanied by the announcement that the authors of the report, Gerhard A. Gesell and Ernest J. Howe, were speaking neither for the SEC nor for the Temporary National Economic (Monopoly) Committee.","1797096859","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 10, 1941","0028-9604","10","English","English","68","New York","Mar 10, 1941","Newsweek","1941","17","https://www.proquest.com/magazines/life-insurance-tnec/docview/1797096859/se-2?accountid=14696",NA,"68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=17&amp;issue=10&amp;title=Newsweek&amp;spage=68&amp;date=1941-03-10&amp;atitle=Life+Insurance+and+the+TNEC&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_130"
"9","","batch8_149.pdf",149,"Mr. Wallace","Americans have cherished the Vice Presidency chiefly as a source of innocent merriment. But the joke—if they persist in the whimsy—is on them. Of 25 individuals elected to the Presidency by the people, six have been succeeded by the Vice President elected with them—a fairly large proportion, all things considered.","1797090888","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 28, 1940","0028-9604","18","English","English","68","New York","Oct 28, 1940","Newsweek","1940","16","https://www.proquest.com/magazines/mr-wallace/docview/1797090888/se-2?accountid=14696",NA,"68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=18&amp;title=Newsweek&amp;spage=68&amp;date=1940-10-28&amp;atitle=Mr.+Wallace&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_149"
"10","","batch8_152.pdf",152,"The New Axis","for Americans, the Japanese-German-Italian agreement provides the most frightening news since the war began. But it can have its uses. First, it can force us to concentrate upon that irreducible minimum of what we must defend in order to protect our own country. Second, it can open our eyes to what our diplomacy and laggard defense have exposed us.","1796840275","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 7, 1940","0028-9604","15","English","English","64","New York","Oct 7, 1940","Newsweek","1940","16","https://www.proquest.com/magazines/new-axis/docview/1796840275/se-2?accountid=14696",NA,"64","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=15&amp;title=Newsweek&amp;spage=64&amp;date=1940-10-07&amp;atitle=The+New+Axis&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_152"
"11","","batch8_160.pdf",160,"Mr. Garner's Silence","If tears were shed by any of Vice President Garner's friends as he left Washington last week, they should have been tears of regret over what they had done to themselves at Chicago, the week before, and not tears for him. ""Daughters of Jerusalem, ... weep for yourselves,"" he might have told them. For Mr. Garner leaves with his laurels, his conscience and the assurance that he closes the books of official life with his principles unimpaired.","1796839558","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Aug 5, 1940","0028-9604","6","English","English","56","New York","Aug 5, 1940","Newsweek","1940","16","https://www.proquest.com/magazines/mr-garners-silence/docview/1796839558/se-2?accountid=14696",NA,"56","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=16&amp;issue=6&amp;title=Newsweek&amp;spage=56&amp;date=1940-08-05&amp;atitle=Mr.+Garner%27s+Silence&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_160"
"12","","batch8_173.pdf",173,"Antidotes to Pessimism","For us Americans there could be few better antidotes to pessimism at this moment than two magnificent books just published. One is a warning, and the other, a promise. One is the study of the progress of a mortal politico-economic disease, and the other, a study of our political economy's capacity for resisting it.","1882520324","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 29, 1940","0028-9604","18","English","English","64","New York","Apr 29, 1940","Newsweek","1940","15","https://www.proquest.com/magazines/antidotes-pessimism/docview/1882520324/se-2?accountid=14696",NA,"64","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=Antidotes+to+Pessimism&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_173"
"13","","batch8_174.pdf",174,"An Expensive Bargain","The President's new relief request suggests the technique of the bargain counter. Good merchandisers know all about the pulling power of the 98-cent article as against the $1 article. The sum of $975,000,000 is what the President asks to spend for WPA. Think of how nice to say in the campaign:","1882520089","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 29, 1940","0028-9604","18","English","English","64","New York","Apr 29, 1940","Newsweek","1940","15","https://www.proquest.com/magazines/expensive-bargain/docview/1882520089/se-2?accountid=14696",NA,"64","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=18&amp;title=Newsweek&amp;spage=64&amp;date=1940-04-29&amp;atitle=An+Expensive+Bargain&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_174"
"14","","batch8_176.pdf",176,"Bricker of Ohio","Babes in the political woods have been calling Governor John W. Bricker of Ohio a dark horse for some twelve months now. He isn't, of course. To begin with, nobody's a dark horse who's been called a dark horse for a year. Dark horses aren't talked about as such before the eventful moment of their nomination. But more to the point is the fact that no Republican Governor of Ohio was ever a dark horse at a Republican convention.","1796267011","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Apr 22, 1940","0028-9604","17","English","English","68","New York","Apr 22, 1940","Newsweek","1940","15","https://www.proquest.com/magazines/bricker-ohio/docview/1796267011/se-2?accountid=14696",NA,"68","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=17&amp;title=Newsweek&amp;spage=68&amp;date=1940-04-22&amp;atitle=Bricker+of+Ohio&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_176"
"15","","batch8_194.pdf",194,"The Law Is to Blame","When in the haste, heat and hatred of the summer of 1935, Congress threw together and passed the National Labor Relations Act, many cool-headed people said that Congress would be sorry. The House, at any rate, seemed sorry when, four years later, in a calmer moment, it ordered the current investigation of the NLRB.","1879168341","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Dec 25, 1939","0028-9604","26","English","English","48","New York","Dec 25, 1939","Newsweek","1939","14","https://www.proquest.com/magazines/law-is-blame/docview/1879168341/se-2?accountid=14696",NA,"48","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=26&amp;title=Newsweek&amp;spage=48&amp;date=1939-12-25&amp;atitle=The+Law+Is+to+Blame&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_194"
"16","","batch8_206.pdf",206,"No 'Prejudism'","""Let there be no prejudism,"" bellowed the announcer when, on a June night three years ago, Joe Louis and Max Schmeling began their first fight. There was none. Millions in New York kept their heads and restrained their passions. They observed the announcer's quaint call for fair play and no street brawls.","1895325721","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 30, 1939","0028-9604","18","English","English","56","New York","Oct 30, 1939","Newsweek","1939","14","https://www.proquest.com/magazines/no-prejudism/docview/1895325721/se-2?accountid=14696",NA,"56","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=18&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-30&amp;atitle=No+%27Prejudism%27&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_206"
"17","","batch8_208.pdf",208,"Stop, Look and Then Listen","I wish there were someone wise enough to formulate some rules that might be called ""First Aid for Listeners of War News"" for the use of Americans these nights when they're beginning to stay home and listen to the radio. The rules ought to be printed in red type, neatly framed and hung up in clear sight of the family.","1895325193","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Oct 23, 1939","0028-9604","17","English","English","56","New York","Oct 23, 1939","Newsweek","1939","14","https://www.proquest.com/magazines/stop-look-then-listen/docview/1895325193/se-2?accountid=14696",NA,"56","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=17&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-23&amp;atitle=Stop%2C+Look+and+Then+Listen&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_208"
"18","","batch8_213.pdf",213,"Perspective: The President and Congress","As Congress assembles this week, the immediate order of business is the proposed repeal of the arms embargo. But the fundamental issues during the session will lie deeper, for the arms-embargo question is merely a symbol. It is the President's intention to have Congress amend the Neutrality Act and then adjourn.","1882520275","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Sep 25, 1939","0028-9604","13","English","English","60","New York","Sep 25, 1939","Newsweek","1939","14","https://www.proquest.com/magazines/perspective/docview/1882520275/se-2?accountid=14696",NA,"60","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=13&amp;title=Newsweek&amp;spage=60&amp;date=1939-09-25&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_213"
"19","","batch8_224.pdf",224,"Let Them In","Apparently our big, brave American Congress, representing the richest, the most powerful and reputedly the most generous nation in the world, is groveling before the prospect of a peaceful invasion by 20,000 children. The Wagner-Rogers Bill seems to be stuck in the House Committee on Immigration and to have been reported out of the Senate Committee with vitiating amendments, despite the support and despite the moving pleas of the representatives of nonpartisan organizations and of great religious, educational and social agencies.","1879143757","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jul 10, 1939","0028-9604","2","English","English","52","New York","Jul 10, 1939","Newsweek","1939","14","https://www.proquest.com/magazines/let-them/docview/1879143757/se-2?accountid=14696",NA,"52","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=2&amp;title=Newsweek&amp;spage=52&amp;date=1939-07-10&amp;atitle=Let+Them+In&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_224"
"20","","batch8_286.pdf",286,"Perspective: Frustration","This session of Congress must be written down as a session of fumbled opportunity. The blame for the futile regular session of 1937 lay chiefly with the President, whose stubborn insistence upon the enactment of his Court-packing plan gave Congress no alternative but to neglect constructive efforts and devote itself to equally stubborn resistance.","1797109404","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Jun 20, 1938","0028-9604","25","English","English","40","New York","Jun 20, 1938","Newsweek","1938","11","https://www.proquest.com/magazines/perspective/docview/1797109404/se-2?accountid=14696",NA,"40","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=11&amp;issue=25&amp;title=Newsweek&amp;spage=40&amp;date=1938-06-20&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_286"
"21","","batch8_298.pdf",298,"Drifting Toward War","For weeks it has been known that certain internationalists and ""intellectuals"" in and around the State Department and in New York City have been getting ready for a mighty drive to ""educate"" American public opinion to favor the alignment of the United States with ""democratic"" powers against Japan, Germany and Italy (Periscope, Feb. 14).","1796850842","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 28, 1938","0028-9604","13","English","English","40","New York","Mar 28, 1938","Newsweek","1938","11","https://www.proquest.com/magazines/drifting-toward-war/docview/1796850842/se-2?accountid=14696",NA,"40","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=11&amp;issue=13&amp;title=Newsweek&amp;spage=40&amp;date=1938-03-28&amp;atitle=Drifting+Toward+War&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_298"
"22","","batch8_301.pdf",301,"Five Years—an Inventory","This week sees the fifth anniversary of the day that Mr. Roosevelt began his attempt to put into operation a progressive redefinition of the aims of modern democratic government. Progressivism did not begin in 1933: the New Deal, as Franklin Roosevelt defined it, was in essence T.R.'s Square Deal modified and corrected in the light of twenty years of change; it was a synthesis of the principles of men who had fought in the cities, the states and the nation for the liberalization of our economic life.","1796852459","Magazines","Moley, Raymond","© IBT Media, Inc","Article","Mar 7, 1938","0028-9604","10","English","English","40","New York","Mar 7, 1938","Newsweek","1938","11","https://www.proquest.com/magazines/five-years-inventory/docview/1796852459/se-2?accountid=14696",NA,"40","https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=11&amp;issue=10&amp;title=Newsweek&amp;spage=40&amp;date=1938-03-07&amp;atitle=Five+Years%E2%80%94an+Inventory&amp;au=Moley%2C+Raymond&amp;id=doi:","The Newsweek Archive","batch8_301"
